ITEM: TIMESTEP
 1
ITEM: NUMBER OF ATOMS
2 0.000166 1.669202 1.668516
3 1.668647 0.000087 1.668627
4 1.668743 1.668918 0.000102
5 3.337351 -0.000183 0.000341
6 3.337786 1.669014 1.668903
7 5.006000 -0.000071 1.668443
8 5.006018 1.668629 0.000231
9 6.674761 -0.000192 -0.000263
10 6.674659 1.669367 1.668542
11 8.343727 -0.000182 1.668941
12 8.343536 1.668756 0.000020
13 -0.000011 3.337596 -0.000167
14 0.000220 5.006263 1.668954
15 1.668690 3.337722 1.668693
16 1.668613 5.006526 0.000322
17 3.337195 3.337755 -0.000053
18 3.337152 5.006088 1.668893
19 5.006559 3.337323 1.668528
20 5.005854 5.006287 -0.000308
21 6.674822 3.337773 0.000230
22 6.675224 5.006143 1.668799
23 8.343632 3.337556 1.668931
24 8.343797 5.006254 -0.000346
25 -0.000053 6.675300 0.000328
26 0.000021 8.343581 1.668951
27 1.668870 6.674852 1.668970
28 1.668147 8.343768 0.000286
29 3.337762 6.674809 -0.000260
30 3.337724 8.343677 1.668931
31 5.006608 6.674993 1.668976
32 5.006438 8.343757 0.000317
33 6.674942 6.675164 0.000070
34 6.675238 8.343777 1.668576
35 8.344061 6.675183 1.668654
36 8.343930 8.343751 -0.000232
37 0.000101 -0.000228 3.337737
38 -0.000196 1.668834 5.006040
39 1.668497 -0.000298 5.006313
40 1.668615 1.668838 3.337810
41 3.337220 -0.000654 3.337458
42 3.337661 1.669292 5.006574
43 5.006404 -0.000239 5.006481
44 5.006068 1.668997 3.337304
45 6.675080 -0.000766 3.337189
46 6.675139 1.668603 5.006490
47 8.343456 -0.000078 5.006004
48 8.343972 1.667995 3.337519
49 -0.000248 3.336943 3.337650
50 0.000121 5.006406 5.006614
51 1.668870 3.337645 5.006037
52 1.668113 5.006395 3.337206
53 3.337195 3.337165 3.337368
54 3.337695 5.006426 5.006472
55 5.005932 3.337188 5.006725
56 5.005904 5.007070 3.337228
57 6.675390 3.337034 3.337655
58 6.674636 5.006049 5.006604
59 8.343783 3.337163 5.006128
60 8.343529 5.006142 3.337739
61 -0.000111 6.674947 3.337496
62 -0.000335 8.343916 5.005977
63 1.668553 6.675122 5.006217
64 1.668597 8.343935 3.337785
65 3.337722 6.674961 3.337021
66 3.337596 8.344058 5.006614
67 5.006583 6.675176 5.006724
68 5.006274 8.344182 3.337863
69 6.675142 6.674857 3.337113
70 6.675158 8.344101 5.005978
71 8.343837 6.674684 5.006517
72 8.343379 8.343732 3.337056
73 -0.000126 -0.000251 6.674736
74 -0.000014 1.668658 8.343835
75 1.668774 0.000301 8.343554
76 1.668500 1.669172 6.674736
77 3.337642 -0.000456 6.675289
78 3.337411 1.668837 8.343983
79 5.006218 -0.000472 8.343595
80 5.006255 1.669338 6.674815
81 6.675148 -0.000627 6.674939
82 6.674819 1.669041 8.343484
83 8.343816 -0.000786 8.343714
84 8.343802 1.668576 6.675115
85 -0.000119 3.336642 6.675014
86 0.000094 5.006401 8.343586
87 1.668947 3.337217 8.344093
88 1.668796 5.006506 6.674851
89 3.337004 3.337036 6.674683
90 3.337737 5.006548 8.343411
91 5.005976 3.337338 8.343834
92 5.006229 5.006497 6.674876
93 6.675224 3.337197 6.674747
94 6.674736 5.006678 8.343331
95 8.343970 3.337255 8.343603
96 8.343560 5.006512 6.675326
97 0.000193 6.675058 6.674665
98 0.000081 8.343651 8.343928
99 1.669098 6.675241 8.344060
100 1.668382 8.344089 6.675050
101 3.337365 6.675160 6.675182
102 3.337704 8.343795 8.343779
103 5.006015 6.674761 8.344061
104 5.006086 8.343853 6.675275
105 6.675015 6.674701 6.674636
106 6.675051 8.343979 8.343451
107 8.343802 6.674865 8.344101
108 8.343892 8.343485 6.674785
ITEM: TIMESTEP
 9
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.000314 -0.000113 0.000339
2 0.000179 1.669320 1.668482
3 1.668644 0.000070 1.668626
4 1.668735 1.669002 0.000120
5 3.337317 -0.000261 0.000392
6 3.337825 1.669109 1.668925
7 5.005976 -0.000121 1.668417
8 5.005980 1.668666 0.000266
9 6.674739 -0.000247 -0.000294
10 6.674603 1.669539 1.668512
11 8.343722 -0.000333 1.669001
12 8.343495 1.668732 0.000025
13 -0.000008 3.337538 -0.000194
14 0.000263 5.006270 1.668986
15 1.668692 3.337738 1.668719
16 1.668594 5.006584 0.000371
17 3.337163 3.337774 -0.000081
18 3.337098 5.006093 1.668921
19 5.006615 3.337286 1.668529
20 5.005793 5.006319 -0.000344
21 6.674809 3.337795 0.000243
22 6.675252 5.006155 1.668814
23 8.343615 3.337530 1.669010
24 8.343787 5.006255 -0.000394
25 -0.000055 6.675343 0.000378
26 -0.000012 8.343561 1.668988
27 1.668899 6.674828 1.669025
28 1.667962 8.343796 0.000329
29 3.337811 6.674769 -0.000313
30 3.337743 8.343685 1.668970
31 5.006670 6.674977 1.669043
32 5.006447 8.343781 0.000365
33 6.674945 6.675172 0.000060
34 6.675257 8.343801 1.668564
35 8.344106 6.675176 1.668692
36 8.343931 8.343727 -0.000318
37 0.000126 -0.000273 3.337778
38 -0.000234 1.668893 5.006010
39 1.668456 -0.000379 5.006331
40 1.668582 1.668958 3.337857
41 3.337192 -0.000862 3.337441
42 3.337682 1.669426 5.006623
43 5.006438 -0.000313 5.006528
44 5.006026 1.669157 3.337278
45 6.675104 -0.001037 3.337132
46 6.675155 1.668630 5.006536
47 8.343408 -0.000155 5.005992
48 8.343978 1.667764 3.337524
49 -0.000278 3.336800 3.337653
50 0.000124 5.006455 5.006673
51 1.668898 3.337660 5.006033
52 1.667923 5.006458 3.337172
53 3.337163 3.337090 3.337320
54 3.337714 5.006518 5.006515
55 5.005898 3.337136 5.006823
56 5.005824 5.007390 3.337193
57 6.675458 3.336935 3.337643
58 6.674576 5.006091 5.006669
59 8.343783 3.337094 5.006149
60 8.343464 5.005977 3.337775
61 -0.000121 6.674919 3.337478
62 -0.000485 8.343956 5.005947
63 1.668447 6.675124 5.006248
64 1.668440 8.344006 3.337828
65 3.337792 6.674919 3.336912
66 3.337590 8.344127 5.006680
67 5.006682 6.675185 5.006830
68 5.006237 8.344289 3.337918
69 6.675175 6.674802 3.337018
70 6.675160 8.344177 5.005954
71 8.343849 6.674608 5.006608
72 8.343282 8.343685 3.336902
73 -0.000137 -0.000295 6.674717
74 -0.000047 1.668689 8.343842
75 1.668789 0.000332 8.343521
76 1.668372 1.669295 6.674709
77 3.337713 -0.000674 6.675319
78 3.337380 1.668929 8.344010
79 5.006226 -0.000566 8.343564
80 5.006242 1.669538 6.674794
81 6.675181 -0.000903 6.674917
82 6.674790 1.669131 8.343441
83 8.343826 -0.001020 8.343719
84 8.343787 1.668454 6.675136
85 -0.000129 3.336349 6.674997
86 0.000113 5.006422 8.343556
87 1.668987 3.337167 8.344153
88 1.668781 5.006617 6.674840
89 3.336729 3.336929 6.674598
90 3.337764 5.006650 8.343356
91 5.005949 3.337304 8.343857
92 5.006207 5.006575 6.674869
93 6.675268 3.337117 6.674674
94 6.674694 5.006772 8.343260
95 8.344001 3.337193 8.343609
96 8.343497 5.006530 6.675378
97 0.000226 6.675047 6.674603
98 0.000083 8.343640 8.343948
99 1.669159 6.675261 8.344119
100 1.668293 8.344181 6.675063
101 3.337358 6.675146 6.675170
102 3.337718 8.343822 8.343778
103 5.005993 6.674713 8.344120
104 5.006021 8.343915 6.675321
105 6.675029 6.674621 6.674547
106 6.675038 8.344038 8.343403
107 8.343809 6.674813 8.344184
108 8.343913 8.343447 6.674754
ITEM: TIMESTEP
 10
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.000366 -0.000126 0.000408
2 0.000188 1.669459 1.668447
3 1.668645 0.000042 1.668631
4 1.668724 1.669109 0.000139
5 3.337281 -0.000358 0.000445
6 3.337864 1.669227 1.668947
7 5.005957 -0.000186 1.668398
8 5.005940 1.668724 0.000301
9 6.674721 -0.000313 -0.000323
10 6.674544 1.669740 1.668483
11 8.343715 -0.000533 1.669074
12 8.343449 1.668697 0.000031
13 -0.000002 3.337453 -0.000221
14 0.000311 5.006278 1.669019
15 1.668699 3.337748 1.668758
16 1.668574 5.006649 0.000422
17 3.337136 3.337785 -0.000118
18 3.337043 5.006107 1.668952
19 5.006676 3.337245 1.668542
20 5.005731 5.006362 -0.000378
21 6.674800 3.337810 0.000249
22 6.675277 5.006177 1.668831
23 8.343598 3.337490 1.669109
24 8.343771 5.006256 -0.000442
25 -0.000055 6.675387 0.000429
26 -0.000055 8.343543 1.669028
27 1.668931 6.674801 1.669090
28 1.667749 8.343833 0.000372
29 3.337865 6.674723 -0.000374
30 3.337756 8.343700 1.669014
31 5.006737 6.674954 1.669123
32 5.006448 8.343815 0.000413
33 6.674954 6.675173 0.000044
34 6.675271 8.343833 1.668557
35 8.344150 6.675156 1.668750
36 8.343923 8.343693 -0.000424
37 0.000155 -0.000323 3.337823
38 -0.000276 1.668970 5.005980
39 1.668412 -0.000475 5.006352
40 1.668543 1.669121 3.337906
41 3.337168 -0.001118 3.337420
42 3.337703 1.669580 5.006673
43 5.006475 -0.000403 5.006581
44 5.005977 1.669365 3.337254
45 6.675132 -0.001367 3.337070
46 6.675169 1.668674 5.006587
47 8.343360 -0.000262 5.005990
48 8.343973 1.667488 3.337530
49 -0.000306 3.336638 3.337648
50 0.000122 5.006516 5.006736
51 1.668932 3.337672 5.006040
52 1.667705 5.006538 3.337141
53 3.337136 3.337004 3.337261
54 3.337728 5.006643 5.006564
55 5.005869 3.337081 5.006932
56 5.005731 5.007790 3.337158
57 6.675530 3.336823 3.337618
58 6.674514 5.006161 5.006738
59 8.343781 3.337017 5.006184
60 8.343385 5.005750 3.337812
61 -0.000130 6.674883 3.337453
62 -0.000666 8.344002 5.005921
63 1.668317 6.675121 5.006293
64 1.668243 8.344094 3.337873
65 3.337879 6.674864 3.336788
66 3.337576 8.344206 5.006753
67 5.006814 6.675188 5.006952
68 5.006186 8.344414 3.337973
69 6.675212 6.674733 3.336910
70 6.675155 8.344262 5.005935
71 8.343862 6.674519 5.006718
72 8.343170 8.343623 3.336714
73 -0.000144 -0.000342 6.674704
74 -0.000091 1.668736 8.343847
75 1.668808 0.000355 8.343487
76 1.668210 1.669437 6.674685
77 3.337799 -0.000952 6.675345
78 3.337337 1.669051 8.344036
79 5.006238 -0.000672 8.343530
80 5.006223 1.669782 6.674775
81 6.675218 -0.001252 6.674889
82 6.674759 1.669241 8.343395
83 8.343835 -0.001300 8.343727
84 8.343764 1.668293 6.675160
85 -0.000138 3.335994 6.674973
86 0.000135 5.006442 8.343524
87 1.669032 3.337112 8.344216
88 1.668756 5.006772 6.674832
89 3.336369 3.336807 6.674497
90 3.337789 5.006773 8.343298
91 5.005927 3.337268 8.343883
92 5.006177 5.006669 6.674867
93 6.675316 3.337023 6.674587
94 6.674650 5.006885 8.343186
95 8.344032 3.337121 8.343625
96 8.343420 5.006538 6.675432
97 0.000261 6.675027 6.674536
98 0.000081 8.343631 8.343966
99 1.669224 6.675274 8.344184
100 1.668190 8.344289 6.675078
101 3.337355 6.675118 6.675145
102 3.337727 8.343857 8.343774
103 5.005976 6.674658 8.344185
104 5.005941 8.343995 6.675368
105 6.675048 6.674528 6.674444
106 6.675018 8.344106 8.343352
107 8.343817 6.674749 8.344279
108 8.343933 8.343409 6.674724
ITEM: TIMESTEP
 11
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.000423 -0.000140 0.000485
2 0.000191 1.669622 1.668412
3 1.668652 0.000001 1.668643
4 1.668711 1.669241 0.000159
5 3.337241 -0.000478 0.000498
6 3.337903 1.669370 1.668970
7 5.005943 -0.000269 1.668384
8 5.005898 1.668805 0.000338
9 6.674708 -0.000395 -0.000351
10 6.674482 1.669974 1.668454
11 8.343707 -0.000788 1.669159
12 8.343399 1.668651 0.000038
13 0.000006 3.337338 -0.000249
14 0.000363 5.006289 1.669052
15 1.668711 3.337751 1.668812
16 1.668554 5.006721 0.000473
17 3.337114 3.337789 -0.000162
18 3.336985 5.006133 1.668986
19 5.006741 3.337199 1.668569
20 5.005666 5.006417 -0.000409
21 6.674796 3.337818 0.000245
22 6.675300 5.006211 1.668852
23 8.343581 3.337435 1.669230
24 8.343748 5.006256 -0.000489
25 -0.000053 6.675430 0.000482
26 -0.000109 8.343528 1.669071
27 1.668969 6.674773 1.669165
28 1.667506 8.343881 0.000417
29 3.337923 6.674671 -0.000441
30 3.337764 8.343724 1.669064
31 5.006809 6.674925 1.669217
32 5.006442 8.343860 0.000462
33 6.674967 6.675169 0.000018
34 6.675277 8.343875 1.668556
35 8.344194 6.675122 1.668830
36 8.343903 8.343648 -0.000554
37 0.000189 -0.000377 3.337870
38 -0.000321 1.669069 5.005949
39 1.668365 -0.000588 5.006378
40 1.668499 1.669331 3.337955
41 3.337149 -0.001431 3.337395
42 3.337722 1.669756 5.006725
43 5.006518 -0.000508 5.006640
44 5.005922 1.669625 3.337230
45 6.675165 -0.001766 3.337003
46 6.675182 1.668739 5.006644
47 8.343309 -0.000403 5.005999
48 8.343959 1.667162 3.337537
49 -0.000332 3.336456 3.337636
50 0.000115 5.006590 5.006802
51 1.668969 3.337682 5.006058
52 1.667457 5.006635 3.337113
53 3.337114 3.336906 3.337188
54 3.337737 5.006805 5.006618
55 5.005845 3.337024 5.007053
56 5.005625 5.008283 3.337125
57 6.675607 3.336698 3.337579
58 6.674448 5.006263 5.006814
59 8.343776 3.336931 5.006236
60 8.343292 5.005453 3.337849
61 -0.000136 6.674839 3.337421
62 -0.000880 8.344054 5.005898
63 1.668162 6.675111 5.006353
64 1.668005 8.344200 3.337918
65 3.337983 6.674793 3.336647
66 3.337554 8.344295 5.006831
67 5.006986 6.675183 5.007091
68 5.006119 8.344557 3.338029
69 6.675254 6.674651 3.336785
70 6.675142 8.344358 5.005922
71 8.343874 6.674416 5.006852
72 8.343039 8.343542 3.336488
73 -0.000148 -0.000393 6.674698
74 -0.000146 1.668802 8.343849
75 1.668832 0.000371 8.343452
76 1.668011 1.669601 6.674665
77 3.337900 -0.001297 6.675366
78 3.337283 1.669209 8.344060
79 5.006255 -0.000792 8.343492
80 5.006198 1.670077 6.674759
81 6.675260 -0.001680 6.674855
82 6.674726 1.669371 8.343348
83 8.343845 -0.001630 8.343739
84 8.343731 1.668088 6.675186
85 -0.000144 3.335569 6.674941
86 0.000157 5.006461 8.343489
87 1.669082 3.337053 8.344284
88 1.668720 5.006983 6.674828
89 3.335918 3.336669 6.674379
90 3.337811 5.006920 8.343238
91 5.005909 3.337227 8.343913
92 5.006139 5.006781 6.674869
93 6.675369 3.336912 6.674484
94 6.674603 5.007024 8.343107
95 8.344063 3.337039 8.343651
96 8.343328 5.006527 6.675489
97 0.000298 6.674998 6.674462
98 0.000075 8.343624 8.343981
99 1.669295 6.675282 8.344256
100 1.668072 8.344416 6.675095
101 3.337357 6.675074 6.675104
102 3.337729 8.343901 8.343768
103 5.005964 6.674597 8.344256
104 5.005843 8.344095 6.675418
105 6.675072 6.674418 6.674325
106 6.674990 8.344185 8.343298
107 8.343824 6.674671 8.344388
108 8.343954 8.343371 6.674693
ITEM: TIMESTEP
 12
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.000484 -0.000153 0.000573
2 0.000189 1.669810 1.668375
3 1.668664 -0.000054 1.668662
4 1.668694 1.669401 0.000181
5 3.337199 -0.000622 0.000553
6 3.337941 1.669541 1.668993
7 5.005935 -0.000371 1.668378
8 5.005853 1.668913 0.000375
9 6.674701 -0.000493 -0.000375
10 6.674416 1.670243 1.668424
11 8.343698 -0.001103 1.669259
12 8.343343 1.668592 0.000046
13 0.000017 3.337190 -0.000278
14 0.000421 5.006301 1.669087
15 1.668728 3.337747 1.668882
16 1.668534 5.006801 0.000525
17 3.337098 3.337785 -0.000217
18 3.336925 5.006172 1.669024
19 5.006812 3.337148 1.668611
20 5.005600 5.006484 -0.000436
21 6.674798 3.337817 0.000232
22 6.675320 5.006257 1.668875
23 8.343564 3.337365 1.669377
24 8.343718 5.006257 -0.000535
25 -0.000048 6.675474 0.000537
26 -0.000173 8.343514 1.669118
27 1.669012 6.674743 1.669253
28 1.667232 8.343940 0.000463
29 3.337987 6.674612 -0.000517
30 3.337764 8.343757 1.669120
31 5.006886 6.674888 1.669328
32 5.006426 8.343916 0.000511
33 6.674986 6.675156 -0.000016
34 6.675274 8.343928 1.668560
35 8.344237 6.675072 1.668934
36 8.343872 8.343591 -0.000710
37 0.000226 -0.000434 3.337922
38 -0.000372 1.669190 5.005918
39 1.668316 -0.000719 5.006408
40 1.668448 1.669595 3.338006
41 3.337136 -0.001807 3.337364
42 3.337742 1.669956 5.006778
43 5.006566 -0.000632 5.006707
44 5.005859 1.669943 3.337208
45 6.675203 -0.002238 3.336930
46 6.675193 1.668827 5.006707
47 8.343257 -0.000583 5.006021
48 8.343932 1.666783 3.337545
49 -0.000356 3.336253 3.337616
50 0.000103 5.006679 5.006871
51 1.669013 3.337690 5.006088
52 1.667178 5.006751 3.337089
53 3.337097 3.336793 3.337100
54 3.337740 5.007011 5.006679
55 5.005827 3.336964 5.007187
56 5.005504 5.008878 3.337092
57 6.675690 3.336558 3.337523
58 6.674378 5.006400 5.006896
59 8.343769 3.336835 5.006305
60 8.343184 5.005080 3.337887
61 -0.000139 6.674785 3.337381
62 -0.001125 8.344110 5.005879
63 1.667985 6.675094 5.006430
64 1.667725 8.344325 3.337965
65 3.338106 6.674704 3.336486
66 3.337523 8.344395 5.006916
67 5.007203 6.675169 5.007250
68 5.006035 8.344719 3.338086
69 6.675301 6.674552 3.336643
70 6.675120 8.344465 5.005915
71 8.343886 6.674298 5.007009
72 8.342889 8.343442 3.336222
73 -0.000147 -0.000448 6.674700
74 -0.000211 1.668888 8.343849
75 1.668862 0.000378 8.343416
76 1.667778 1.669786 6.674650
77 3.338017 -0.001720 6.675382
78 3.337216 1.669405 8.344081
79 5.006277 -0.000927 8.343451
80 5.006167 1.670427 6.674744
81 6.675308 -0.002198 6.674814
82 6.674691 1.669525 8.343297
83 8.343854 -0.002016 8.343756
84 8.343688 1.667833 6.675214
85 -0.000147 3.335069 6.674900
86 0.000181 5.006481 8.343451
87 1.669137 3.336990 8.344357
88 1.668673 5.007258 6.674827
89 3.335376 3.336513 6.674243
90 3.337830 5.007094 8.343176
91 5.005897 3.337181 8.343948
92 5.006091 5.006913 6.674877
93 6.675428 3.336785 6.674363
94 6.674552 5.007193 8.343025
95 8.344094 3.336946 8.343688
96 8.343220 5.006487 6.675547
97 0.000338 6.674960 6.674381
98 0.000066 8.343618 8.343993
99 1.669371 6.675282 8.344335
100 1.667936 8.344562 6.675115
101 3.337365 6.675012 6.675045
102 3.337724 8.343955 8.343759
103 5.005957 6.674529 8.344335
104 5.005725 8.344217 6.675471
105 6.675101 6.674290 6.674188
106 6.674952 8.344277 8.343242
107 8.343831 6.674578 8.344512
108 8.343974 8.343333 6.674662
ITEM: TIMESTEP
 13
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.000552 -0.000166 0.000671
2 0.000181 1.670027 1.668338
3 1.668682 -0.000126 1.668688
4 1.668674 1.669590 0.000204
5 3.337156 -0.000793 0.000610
6 3.337979 1.669743 1.669017
7 5.005933 -0.000495 1.668379
8 5.005805 1.669048 0.000414
9 6.674700 -0.000611 -0.000398
10 6.674348 1.670549 1.668394
11 8.343686 -0.001484 1.669373
12 8.343282 1.668520 0.000054
13 0.000030 3.337005 -0.000308
14 0.000485 5.006316 1.669123
15 1.668751 3.337734 1.668970
16 1.668513 5.006890 0.000579
17 3.337087 3.337771 -0.000282
18 3.336863 5.006225 1.669065
19 5.006889 3.337091 1.668670
20 5.005531 5.006565 -0.000460
21 6.674806 3.337807 0.000209
22 6.675338 5.006317 1.668903
23 8.343547 3.337276 1.669551
24 8.343679 5.006257 -0.000581
25 -0.000041 6.675518 0.000593
26 -0.000249 8.343503 1.669169
27 1.669061 6.674709 1.669353
28 1.666927 8.344012 0.000510
29 3.338057 6.674546 -0.000603
30 3.337756 8.343801 1.669183
31 5.006968 6.674843 1.669456
32 5.006401 8.343985 0.000562
33 6.675011 6.675136 -0.000061
34 6.675263 8.343992 1.668570
35 8.344281 6.675005 1.669064
36 8.343827 8.343521 -0.000894
37 0.000269 -0.000495 3.337977
38 -0.000429 1.669336 5.005887
39 1.668265 -0.000869 5.006444
40 1.668389 1.669918 3.338058
41 3.337129 -0.002254 3.337326
42 3.337760 1.670182 5.006833
43 5.006620 -0.000774 5.006781
44 5.005789 1.670324 3.337186
45 6.675247 -0.002792 3.336851
46 6.675202 1.668938 5.006776
47 8.343203 -0.000807 5.006058
48 8.343894 1.666345 3.337554
49 -0.000377 3.336030 3.337586
50 0.000086 5.006785 5.006945
51 1.669062 3.337695 5.006132
52 1.666869 5.006889 3.337069
53 3.337087 3.336665 3.336996
54 3.337737 5.007264 5.006746
55 5.005814 3.336902 5.007335
56 5.005368 5.009586 3.337061
57 6.675778 3.336402 3.337450
58 6.674304 5.006578 5.006986
59 8.343760 3.336729 5.006394
60 8.343058 5.004622 3.337927
61 -0.000139 6.674721 3.337332
62 -0.001402 8.344171 5.005865
63 1.667784 6.675069 5.006525
64 1.667402 8.344471 3.338012
65 3.338247 6.674597 3.336304
66 3.337484 8.344507 5.007008
67 5.007465 6.675147 5.007429
68 5.005932 8.344903 3.338144
69 6.675355 6.674435 3.336481
70 6.675090 8.344583 5.005916
71 8.343899 6.674164 5.007194
72 8.342718 8.343321 3.335912
73 -0.000143 -0.000507 6.674709
74 -0.000288 1.668996 8.343847
75 1.668898 0.000375 8.343379
76 1.667510 1.669995 6.674641
77 3.338150 -0.002227 6.675391
78 3.337137 1.669644 8.344100
79 5.006306 -0.001080 8.343406
80 5.006128 1.670837 6.674733
81 6.675361 -0.002814 6.674766
82 6.674654 1.669704 8.343244
83 8.343864 -0.002464 8.343778
84 8.343633 1.667526 6.675245
85 -0.000147 3.334495 6.674850
86 0.000205 5.006503 8.343410
87 1.669198 3.336921 8.344435
88 1.668612 5.007608 6.674831
89 3.334743 3.336337 6.674088
90 3.337845 5.007299 8.343110
91 5.005891 3.337131 8.343988
92 5.006034 5.007066 6.674891
93 6.675493 3.336638 6.674224
94 6.674497 5.007398 8.342938
95 8.344125 3.336840 8.343738
96 8.343092 5.006410 6.675609
97 0.000381 6.674912 6.674293
98 0.000051 8.343614 8.344003
99 1.669452 6.675274 8.344421
100 1.667782 8.344731 6.675138
101 3.337379 6.674931 6.674967
102 3.337711 8.344019 8.343747
103 5.005958 6.674453 8.344421
104 5.005586 8.344364 6.675527
105 6.675136 6.674144 6.674033
106 6.674903 8.344382 8.343183
107 8.343839 6.674468 8.344653
108 8.343994 8.343295 6.674632
ITEM: TIMESTEP
 14
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.000624 -0.000179 0.000780
2 0.000167 1.670275 1.668300
3 1.668709 -0.000214 1.668722
4 1.668650 1.669813 0.000228
5 3.337111 -0.000992 0.000667
6 3.338015 1.669977 1.669043
7 5.005937 -0.000642 1.668388
8 5.005755 1.669215 0.000453
9 6.674706 -0.000749 -0.000417
10 6.674276 1.670896 1.668364
11 8.343672 -0.001938 1.669503
12 8.343214 1.668432 0.000064
